content	emotion1	emotion2	sentiment
你QQ上有几百个联系人，微薄上有几百个粉丝，手机通讯录里有几百个联系人，但你仍睡不着。 而在那些睡不着的夜里，你却找不到一个人可以让你感到温情。 你是这样的么？ 	sadness	none	-1
想说的话就要赶快说，不要老想着以后再说，以后，或许就没机会了； 想做的事就赶紧做，不要总是一天又一天地推迟，等你到了等不及想做的时候，会发现没机会了；该爱的 时候就不要放过机会，千万不要机会来了也不在意，毫不在乎，等你重视的时候，已经没机会爱了。 不要在等待中消失自己。 	none	none	0
我... 就是想看一场音乐剧——一场你的音乐剧。 已经错过的，不能也不想错过的... [图片出处见LOGO] 	none	none	0
无论精神和物质多么富有的人在幻想和现实的世界间都会存在差据 对现实不满和失望时那就发泄下 就像你现在这样 让我看到偶尔感性的你 	like	none	1
或许在多年以后，重新翻开一些人与事，会发现许多的人与事原来都可以就这般轻易忘记的。 于我，你也许是那遥远林间的一棵胡杨，于你，我却只不过一缕轻风。 转身，烟消云散，或者彼此欢喜，但总归要各入尘灰，你有你的草长莺飞，我有我的秋水长天。 而唯一留给我们的，只有文字。 	none	none	0
今天认真研究了下，发现LP也是一个弯弯去国外注册然后来忽悠大陆人的假洋鬼子品牌。 NND，看百度，到处都是描述什么LP是美国第一大品牌，市场占有率50%。 百度就没点靠谱的东西。 	disgust	none	-1
终于要下班了~晚上回自己的温馨小屋，好好享受一个人的精彩[嘻嘻]给自己泡个澡，再点上香熏蜡烛咋样[蜡烛]哈哈~~生活就应该偶尔＂奢侈＂一下[good] 	happiness	none	1
郑和舰队团队的企业家问彼得巴菲特如何从他父亲、他的音乐看待企业发展，小巴菲特的回答非常好。 他说：财富来自于社会、来自于职员，音乐来自于灵感，将财富回馈于社会如同将音乐奉献给听众。 这就是我们提倡的一定要善待员工。 	none	none	0
人家有外交豁免权滴，不过交警开路就贱了点，算了本帮公仆特色不就是欺上瞒下、恃强凌弱、崇洋媚外么？[哈哈] 不要太纠结，咱们都这么活过来的 	disgust	none	-1
诈骗案定罪金额由2000元提高到3000元说明什么？ 1、国家人性化了－－对骗子们宽容了； 2、人民权利缩水了－－3000元以下财产不受国家保护，任由骗子们随便骗； 3、物价确实上涨了－－3000元办2000元的事； 4、骗子太多了－－管不过来。 	disgust	none	-1
我想找个老婆，和我一起生活。 哪个女人要是做了我的老婆，我会让你高兴成天乐呵呵。。。。。。。。。。。。。。。 杨议的这首歌真嗝儿啊！ 	surprise	none	2
分享图片这样的话为什么不能说不敢说，社会就是这样的，最近在看《大明王朝》，看到那些掌权的仗势的有钱的人，我真的很是痛心，他们有吃有喝，哪管得了百姓的死活，一个制度说出来容易，但是还要做的人能忍受啊 	none	none	0
这是我最喜欢的一张照片！ 图是我后作的！ 想问大家你们的左右侧脸是对称的么？ 最主要的是鼻子是否有点歪？ 哈…… 眼镜和耳朵大小一样么？ 	like	none	1
哈哈哈哈哈哈哈哈哈哈哈哈哈，如我所愿了！！！！！！ 哈哈哈哈哈哈哈哈哈！ 巴萨内讧吧！ 西班牙跟阿根廷民族仇恨吧！ 哈维你继续无私奉献吧！ 哈哈哈哈哈！ 梅西已经不是巴萨萨宠了！ 他是地球球宠！ 宇宙宙宠！ 	happiness	like	1
设计师Nancy Wang设计了一个移动系统，由一个可移动的支架和一些装有土壤可培养蔬菜的盒子组成，它是一个生态系统，可以很方面的搁置在自家的阳台上面种植一些应季蔬菜。 让家住城市而又渴望种植的人过一把瘾。 	none	none	0
昨天和朋友聊起基于真人关系的SNS，开心人人的精力都在上市，产品不思进取，将逐渐被边缘化；新浪看上去最有机会，但微博和SNS差异还是挺大的； QQ的朋友完全没找到感觉；非死不可进不了中国。 也许创业公司还有机会，但对团队和融资能力要求很高??????????????? 	none	none	0
正面照，沿用了近年流行的nikeN98拉链卫衣。 全身绿白为主。 今年中超16队统一都是N98外套，这也是中超有史以来第一次。 与国外豪强唯一不同的是后背并无俱乐部的英文缩写。 节前看到了实物，很好看，很修身，相信市售后，一定是件球迷抢手的外套。 	none	none	0
视频行业会经历一个内容、渠道、内容的轮回。 目前拼的是内容，将来会拼电视、手机等新媒介渠道，最后还得回到内容上来。 @陶闯 博士说得很对，视频行业的核心还是内容。 	none	none	0
3	none	none	0
最近又开始写日记了,也就是每天的那些琐事,只是为了记录,但是 @煮机网 提供的那个日记软件确实不太好,虽然是收费软件,不能按日期或者标题显示,写的多了肯定会哭,我又找了两个,总体感觉不错,都支持密码..... 	none	none	0
一个高傲而强悍、专注且坚毅的人，是一个绝不会被轻易击垮的人。 关键是，这样的人永远知道自己在做什么，并且总是心无旁骛、全力以赴。 这样的人，无异是离成功最近的人。 	like	none	1
4月26日《都市早班车》精彩提示： 长沙统计部门25号公布了一季度长沙各区、县（市）主要经济社会指标完成情况。 在民生指标中，岳麓区一季度城镇居民人均可支配收入9814元，开福区农村人均现金收入7926元，分别位居全市各区县（市）首位。 	none	none	0
看呗！ 里面的祝福是送给大家的！ 尤其是继续写的BBer们[亲亲] 只要别拿走，将祝福传递下去我就好开心啦！~[心] 	like	none	1
每一个人都有选择的权利，可以选择追求或者放弃，都看乎你手中的把握！ 或者你会讲自己也有不得已的苦衷的时候，那么也只好体谅你了，这也是放弃的理由！ 	none	none	0
@傅蔚冈:精辟 @高利明:若小贷无利可图，则私营小贷早已退出。 若私营高利贷能持续存在，则说明，1、公营的名义利率虽低，但隐形交易成本非常高； 2、私营高利贷的竞争优势是放松对担保品的限定，这意味着小贷的对象是有产者而非农户； 3、若信贷的需求大部分是济急，那么小贷公司恐怕已发展出灰色的强制执 	like	none	1
同事的书法家爷爷周庚老先生赠飘飘人书法作品一副。 很有收藏价值！ 感谢周老先生。 他是中国书法协会的会员，作品曾在军事博物馆展出。 	happiness	like	1
在水榭春天遇见一销售同事，她曾在LILY MARLEEN见过我~~OH，NO。。。 我已经不喝酒好久了，那是09年底的事了。 又想起走年2期热卖时遇到我的大学同学亦一……好小啊这个世界，。。。 	surprise	none	2
我不是真的想踩着你的头往上爬，我也没有办法，他踩我，我踩你，踩来踩去大家也就习惯了真高兴往上爬的人是我，被踩的扁扁的人是你 	none	none	0
我又看错人了！！？ 我又信错人了！！？ 知道为啥么？！ 因为这里是地球啊！ 尼玛你当所有地球人都耍你骗你出卖你背叛你强jian你啊！！ 你简直是神是天屎啊！！ 你身上有无数所有人都觊觎的东西啊！！ 您要收好啊！！ 别呆在地球了不适合您啊活不下去啊！！ 地球人都不值得相信的！！ 您可以自行圆润了啊！！！ 	disgust	anger	-1
对于新建的团队，要求人员的稳定性较高，才有利于扩大发展；但对于成熟的团队，适当的流动会带来更多好处，让团队不会太过老化，让同事有适当的压力，而且还能引进新的资源，让团队的业务范围能做大做强，水不流则河水变潭水，人不动则活人变死人，还是保持动一动，身体和团队都会健康点。 	none	none	0
这个女孩，固执的是她将眼泪的权利留给了别的孩子，华丽的不只是她台上惹人艳羡的舞姿，自信她不输给这世上弱水三千，因她而闪耀的这一天，对亲爱的孩子你说一声：生日快乐！ 	like	none	1
扬我军威国威。 给力中国海军！ 祖国强大，百姓之福。 @@ //@头条新闻:我国军舰为撤离利比亚人员实施首次护航 	like	none	1
台湾75期《Fans粉丝志》，《韩庚·挑战大银幕 成功圆梦》采访页面翻拍（我没有扫描机，所以拿相机拍的，大家凑合看= =）3 （忘了说了，是原图，点击可放大^^） 	none	none	0
震憾：库班岛上有一百多名中国制鞋工人，经美方调查加班工资只有1.5美元，遂要求鞋厂改为5.5美元，鞋厂破产，于是美国宣布将五年以上的工人纳入美国国籍。 有反对者称这一百多个工人会成为美国的包袱，美方称：他们曾是美国的纳税者，现在他们出现了困难，美国有保护他们的义务！ 	surprise	none	2
《美好的旧时光》我喜欢你的粤语歌但只有这一首国语可以让我听不厌~配乐和歌词又复古风又潮[good] 宝贝抱着我转个圈，然后一起来许个愿[心] ，这个时候就好像真的有看到那个画面一样~~感动人哦好warm~[心] 加油GEM~ 	like	none	1
把自己关注的对相删至121人，现在手机屏幕上就是三个人的微博：@任志强，@陈宝存，还有我自己的！ 呵呵清静多了！ 	happiness	none	1
1997年年底，在本·拉登的指使下，艾山·买合苏木（东突头目，已被美毙杀）在阿富汗建立了自己的训练营地，成为本·拉登基地组织的共同问题顾问。 据木塔里甫·哈斯木讲，阿富汗的塔利班政权也为他们的训练提供了各种武器，甚至还有坦克。 在艾山·买合苏木的基地里，就有100多辆坦克。 	none	none	0
终于明白为什么很多人都喜欢夜里创作、工作了，因为当整个世界不再喧嚣的时候，自己可能才是真正的自己。。。 今夜。。。 《今夜》。。。 	none	none	0
天秤座11号综合运分析: 精神不佳，对工作的处理显得心不在焉，容易出现差错。 遇到朋友的借贷，碍于面子或盲目的信任认为没必要立下字据或借款字条，埋下隐患。 不注重饮食，吃刺激性食物，易引起肠胃疾病。 幸运色 天蝎座11号综合运分析: 粉红色幸运色6 	none	none	0
特喜欢人家吧？ 特放不下人家吧？ 觉得自己特委屈吧？ 呵呵，结果呢？ 人家烦了吧？ 人家嫌你矫情了吧？ 人家觉得你多余了吧？ 人家不待见你了吧？ 人家不理你了吧？ 你没话找话人家回复不过三字了吧？ ------不要太在乎一个人，越在乎，越卑微。 当你特别在乎一个人时，人家就不会在乎你了，你怎么就永远不懂？ 	sadness	none	-1
我已经做得够多了，我想的，我愿意的，我可以的，甚至我勉强的，我都做了，如果你认为无所谓多余没必要，那么我以后都不会再做了…… 	sadness	anger	-1
10:00 看《新闻联播》，中国是天堂； 看网络，中国是人间； 看微博；几乎成地狱... (追求的东西不一样) 	none	none	0
摄影爱好者快来啊，以后想用哪个就用哪个！ MM，你要卖，也不要这样卖啊，你叫卖照相机、摄像机的老板们情何以堪啊！！ 	sadness	none	-1
